Operator,Lease,Field,Section,Township,Range,County,Latitude,Longitude,No. of Ponds,Status
"Hathaway, LLC",Davies Realty Co.,Kern Front,4,28S,27E,Kern,35.516141,-119.068711,1,Inactive
"Hathaway, LLC",Fee A,Devils Den,25,25S,18E,Kern,35.72994,-119.99128,1,Active
"Hathaway, LLC",Fee A,Devils Den,25,25S,18E,Kern,35.72971,-119.99116,1,Active
"Hathaway, LLC",Fee B,Devils Den,25,25S,18E,Kern,35.72803,-119.98987,1,Active
"Hathaway, LLC",Fee B,Devils Den,25,25S,18E,Kern,35.72791,-119.98986,1,Active
"Hathaway, LLC",Cantleberry,Jasmin,22,25S,27E,Kern,35.743571,-119.047152,1,Inactive
"Hathaway, LLC",Cantleberry,Jasmin,22,25S,27E,Kern,35.743459,-119.046713,1,Inactive
"Hathaway, LLC",Cantleberry,Jasmin,22,25S,27E,Kern,35.74284,-119.046216,1,Inactive
"Hathaway, LLC",Cantleberry,Jasmin,22,25S,27E,Kern,35.742719,-119.045995,1,Inactive
"Hathaway, LLC",Cantleberry,Jasmin,22,25S,27E,Kern,35.742533,-119.04594,1,Inactive
"Hathaway, LLC",Cantleberry,Jasmin,22,25S,27E,Kern,35.742664,-119.046144,1,Inactive
"Hathaway, LLC",Cantleberry,Jasmin,22,25S,27E,Kern,35.742752,-119.046547,1,Inactive
"Hathaway, LLC",Cantleberry,Jasmin,22,25S,27E,Kern,35.743012,-119.047224,1,Inactive
"Hathaway,LLC, Jasmin Ranchos Mutual Water
Company, Kern-Tulare Water District",Quinn,Jasmin,15,25S,27E,Kern,35.75609,-119.05913,1,Active
"Hathaway,LLC, Jasmin Ranchos Mutual Water
Company, Kern-Tulare Water District",Quinn,Jasmin,15,25S,27E,Kern,35.75494,-119.05917,1,Active
"Hathaway,LLC, Jasmin Ranchos Mutual Water
Company, Kern-Tulare Water District",Quinn,Jasmin,15,25S,27E,Kern,35.75503,-119.05968,1,Active
"Hathaway,LLC, Jasmin Ranchos Mutual Water
Company, Kern-Tulare Water District",Quinn,Jasmin,15,25S,27E,Kern,35.756099,-119.059397,1,Active
"Hathaway,LLC, Jasmin Ranchos Mutual Water
Company, Kern-Tulare Water District",Quinn,Jasmin,15,25S,27E,Kern,35.75522,-119.05931,1,Active
"Hathaway,LLC, Jasmin Ranchos Mutual Water
Company, Kern-Tulare Water District",Quinn,Jasmin,15,25S,27E,Kern,35.754569,-119.058827,1,Active
"Hathaway,LLC, Jasmin Ranchos Mutual Water
Company, Kern-Tulare Water District",Quinn,Jasmin,15,25S,27E,Kern,35.75418,-119.059621,1,Active
"Havens Oil Company (aka Havens, Sherman L)",Sunset-Tejon 10,Tejon Hills,11,11N,18W,Kern,35.055646,-118.768727,1,Inactive
"Havens Oil Company (aka Havens, Sherman L)",Sunset-Tejon 10,Tejon Hills,10,11N,18W,Kern,35.05151,-118.77922,1,Inactive
"Havens Oil Company (aka Havens, Sherman L)",Sunset-Tejon 15,Tejon Hills,15,11N,18W,Kern,35.043653,-118.781646,1,Inactive
"Havens Oil Company (aka Havens, Sherman L)",SP 48,Valpredo,35,12N,19W,Kern,35.080682,-118.870799,1,Inactive
"Havens Oil Company (aka Havens, Sherman L)",SP 48,Valpredo,35,12N,19W,Kern,35.080548,-118.870799,1,Inactive
Holmes Western Oil Corporation,Nixon,Buena Vista,34,31S,24E,Kern,35.183495,-119.392772,1,Inactive
Holmes Western Oil Corporation,Seaboard-Saunders,Lost Hills Northwest,29,25S,20E,Kern,35.728158,-119.838744,1,Inactive
Holmes Western Oil Corporation,Shell,Lost Hills Northwest,20,25S,20E,Kern,35.744704,-119.845509,1,Inactive
Holmes Western Oil Corporation,Midnorth,Midway-Sunset,32,12N,23W,Kern,35.08503,-119.36241,1,Inactive
Holmes Western Oil Corporation,Parkinson,Midway-Sunset,4,11N,23W,Kern,35.0718,-119.34571,1,Inactive
Holmes Western Oil Corporation,Western Minerals NCT-2,Midway-Sunset,17,11N,23W,Kern,35.0366,-119.36646,1,Inactive
"Howard E. Caywood, Inc.",Buick Fee,Midway-Sunset,32,31S,23E,Kern,35.18569,-119.52021,1,Active
"Howard E. Caywood, Inc.",Buick Fee,Midway-Sunset,32,31S,23E,Kern,35.185583,-119.520196,1,Active
"Howard E. Caywood, Inc.",Section 19 & 24,Midway-Sunset,19,31S,23E,Kern,35.221613,-119.553412,1,Active
"Howard E. Caywood, Inc.",Section 19 & 24,Midway-Sunset,19,31S,23E,Kern,35.221511,-119.553417,1,Active
"Howard E. Caywood, Inc.",Section 19 & 24,Midway-Sunset,19,31S,23E,Kern,35.221501,-119.553316,1,Active
"Howard E. Caywood, Inc.",Section 19 & 24,Midway-Sunset,19,31S,23E,Kern,35.221646,-119.553183,1,Active
"Howard E. Caywood, Inc.",Section 19 & 24,Midway-Sunset,19,31S,23E,Kern,35.221641,-119.55302,1,Active
"Howard E. Caywood, Inc.",Section 19 & 24,Midway-Sunset,19,31S,23E,Kern,35.221518,-119.552882,1,Active
"Howard E. Caywood, Inc.",West Side Lumber,Midway-Sunset,8,11N,23W,Kern,35.061568,-119.364846,1,Inactive
"Howard E. Caywood, Inc.",West Side Lumber,Midway-Sunset,8,11N,23W,Kern,35.061772,-119.364178,1,Active
Incremental Oil and Gas USA Holdings Inc.,Sheep Springs,Cymric,17,29S,21E,Kern,35.39926,-119.73468,1,Active
Incremental Oil and Gas USA Holdings Inc.,Sheep Springs,Cymric,17,29S,21E,Kern,35.39886,-119.7345,1,Active
Incremental Oil and Gas USA Holdings Inc.,Coffee,Round Mountain,8,28S,29E,Kern,35.5118,-118.88194,1,Inactive
Incremental Oil and Gas USA Holdings Inc.,Coffee,Round Mountain,8,28S,29E,Kern,35.5108,-118.8814,1,Inactive
Incremental Oil and Gas USA Holdings Inc.,Coffee,Round Mountain,8,28S,29E,Kern,35.51161,-118.88162,1,Inactive
Incremental Oil and Gas USA Holdings Inc.,Coffee,Round Mountain,8,28S,29E,Kern,35.51002,-118.88395,1,Inactive
"J & K Operating Company, Inc.",Jade Kern Project,Midway-Sunset,15,32S,23E,Kern,35.149844,-119.484253,1,Inactive
"J. P. Oil Company, LLC",Kernco,Rio Bravo,34,28S,25E,Kern,35.44952,-119.2656,1,Inactive
"J. P. Oil Company, LLC",Kernco,Rio Bravo,34,28S,25E,Kern,35.44943,-119.2656,1,Inactive
"J. P. Oil Company, LLC",Kernco,Rio Bravo,34,28S,25E,Kern,35.44933,-119.26559,1,Inactive
Jaco Production Company,C. E. Houchin et al,Midway-Sunset,9,31S,22E,Kern,35.241293,-119.622263,1,Inactive
Jaco Production Company,C. E. Houchin et al,Midway-Sunset,9,31S,22E,Kern,35.24139,-119.62196,1,Inactive
"KB Oil & Gas, Inc.",Anderson,Cymric,19,29S,21E,Kern,35.38493,-119.76313,1,Active
"KB Oil & Gas, Inc.",Ball,Cymric,35,29S,21E,Kern,35.36048,-119.69034,1,Active
"KB Oil & Gas, Inc.",Miller & Lux Fee,Cymric,18,29S,21E,Kern,35.40317,-119.74984,1,Inactive
"KB Oil & Gas, Inc.",Richardson,Cymric,18,29S,21E,Kern,35.40515,-119.75277,1,Active
"KB Oil & Gas, Inc.",Richardson,Cymric,18,29S,21E,Kern,35.40502,-119.75274,1,Active
"KB Oil & Gas, Inc.",Roco,Cymric,18,29S,21E,Kern,35.39894,-119.75087,1,Active
"KB Oil & Gas, Inc.",Roco,Cymric,18,29S,21E,Kern,35.39877,-119.75108,1,Active
"KB Oil & Gas, Inc.",Roco,Cymric,18,29S,21E,Kern,35.39873,-119.75134,1,Active
Kern Front-Section 35-Partners,Signal (AKA Crystal Fee),Kern Front,35,28S,27E,Kern,35.45526,-119.03281,1,Active
Kern Front-Section 35-Partners,Signal (AKA Crystal Fee),Kern Front,35,28S,27E,Kern,35.45484,-119.03331,1,Active
Kern Front-Section 35-Partners,Signal (AKA Crystal Fee),Kern Front,35,28S,27E,Kern,35.45481,-119.03299,1,Active
Kern Front-Section 35-Partners,Signal (AKA Crystal Fee),Kern Front,35,28S,27E,Kern,35.45509,-119.034003,1,Active
Kern Front-Section 35-Partners,Signal (AKA Crystal Fee),Kern Front,35,28S,27E,Kern,35.454708,-119.031942,1,Active
Kern River Holdings,Ferne,Kern River,2,29S,28E,Kern,35.437135,-119.011079,1,Inactive
Kirshenman Enterprises Sales,Section  36,Edison,36,29S,29E,Kern,35.36341,-118.82134,1,Inactive
Kirshenman Enterprises Sales,Section  36,Edison,36,29S,29E,Kern,35.363294,-118.821326,1,Inactive
"LDD Energy, LLC",DeSmet,Cymric,2,30S,21E,Kern,35.34886,-119.67911,1,Inactive
"LDD Energy, LLC",Salt Creek,Cymric,18,29S,21E,Kern,35.40101,-119.7594,1,Inactive
"LDD Energy, LLC",Webber,Midway-Sunset,34,30S,22E,Kern,35.27708,-119.59296,1,Active
"LDD Energy, LLC",Webber,Midway-Sunset,34,30S,22E,Kern,35.27722,-119.59303,1,Active
"LDD Energy, LLC",Delanty,Temblor Ranch,36,29S,20E,Kern,35.3623,-119.77139,1,Inactive
"LDD Energy, LLC",Delanty,Temblor Ranch,36,29S,20E,Kern,35.36253,-119.77119,1,Inactive
Les Diffen Baugh,Elizabeth,Devils Den,35,25S,18E,Kern,35.714281,-120.000264,1,Inactive
"Little Creek Properties, Inc.",Black Satin,Mount Poso,24,26S,27E,Kern,35.657709,-119.015903,1,Active
"Little Creek Properties, Inc.",Black Satin,Mount Poso,24,26S,27E,Kern,35.657672,-119.01657,1,Active
"Little Creek Properties, Inc.",Salisbury,Mount Poso,28,26S,28E,Kern,35.631642,-118.970029,1,Active
"Longbow, LLC",McKittrick,McKittrick,18,30S,22E,Kern,35.31866,-119.6589,1,Active
Longview Production Company,Surfluh,Raisin City,14,15S,17E,Fresno,36.6278,-120.08126,1,Inactive
Macpherson Oil Company,Ring 20,Mount Poso,20,27S,28E,Kern,35.56658,-118.99202,1,Inactive
Macpherson Oil Company,Bell,Round Mountain,12,28S,28E,Kern,35.303392,-118.544862,1,Inactive
Macpherson Oil Company,Bishop,Round Mountain,14,28S,28E,Kern,35.49022,-118.93385,1,Inactive
Macpherson Oil Company,Bishop,Round Mountain,14,28S,28E,Kern,35.490303,-118.933603,1,Inactive
Macpherson Oil Company,"Caldwell (3,4,&7)",Round Mountain,7,28S,29E,Kern,35.50728,-118.89298,1,Inactive
Macpherson Oil Company,Coffee,Round Mountain,6,28S,29E,Kern,35.51601,-118.90184,1,Inactive
Macpherson Oil Company,Coffee,Round Mountain,6,28S,29E,Kern,35.516057,-118.901628,1,Inactive
Macpherson Oil Company,East Signal,Round Mountain,7,28S,29E,Kern,35.51096,-118.89568,1,Inactive
Macpherson Oil Company,Round Mountain,Round Mountain,18,28S,29E,Kern,35.49268,-118.896,1,Inactive
Macpherson Oil Company,Round Mountain,Round Mountain,18,28S,29E,Kern,35.492647,-118.896097,1,Inactive
"Maranatha Petroleum, Inc.",LTWO,Fruitvale,14,29S,27E,Kern,35.402998,-119.050582,1,Inactive
"Maranatha Petroleum, Inc.",Mason Fee,Fruitvale,23,29S,27E,Kern,35.38637,-119.05487,1,Inactive
Matrix Oil Corporation,Berchtold,Bellevue,35,29S,26E,Kern,35.360573,-119.160835,1,Inactive
Matrix Oil Corporation,Berchtold,Bellevue,35,29S,26E,Kern,35.360591,-119.16095,1,Inactive
Matrix Oil Corporation,Houghton,Bellevue,35,29S,26E,Kern,35.35832,-119.15734,1,Inactive
Matrix Oil Corporation,Quinn,Bellevue,2,30S,26E,Kern,35.35322,-119.16064,1,Inactive
"MC Energy Holdings, LLC",Stockton-Joy #5,Mountain View,33,30S,29E,Kern,35.271719,-118.869834,1,Inactive
"MC Energy Holdings, LLC",Stockton-Joy #5,Mountain View,33,30S,29E,Kern,35.271719,-118.869772,1,Inactive
McAdams Oil & Gas,Dudley,Devils Den,26,25S,18E,Kern,35.71756,-120.00253,1,Inactive
McAdams Oil & Gas,Dudley,Devils Den,26,25S,18E,Kern,35.721143,-120.002467,1,Inactive
McAdams Oil & Gas,Dudley,Devils Den,26,25S,18E,Kern,35.723079,-120.001863,1,Inactive
McLennan Oil (aka William K. McLennan),Section 32,Midway-Sunset,32,31S,23E,Kern,35.18834,-119.53149,1,Active
McLennan Oil (aka William K. McLennan),Section 32,Midway-Sunset,32,31S,23E,Kern,35.18603,-119.53162,1,Active
"Midway-Sunset Investors, LLC",Jameson Trust,Midway-Sunset,2,11N,24W,Kern,35.0736,-119.40374,1,Inactive
Mitchel Oil Company,Federal,Poso Creek,8,28S,27E,Kern,35.50649,-119.094638,1,Inactive
Mitchel Oil Company,Federal,Poso Creek,8,28S,27E,Kern,35.50636,-119.0946,1,Inactive
Mitchel Oil Company,Gill,Poso Creek,8,28S,27E,Kern,35.50379,-119.095,1,Inactive
"Modus, Inc. & Campo Verde Oil, Inc.",AD,Deer Creek,22,22S,27E,Tulare,36.00652,-119.04837,1,Inactive
"Modus, Inc. & Campo Verde Oil, Inc.",Filippi,Deer Creek,21,22S,27E,Tulare,35.999984,-119.056371,1,Inactive
"Modus, Inc. & Campo Verde Oil, Inc.",Filippi,Deer Creek,21,22S,27E,Tulare,35.999978,-119.056062,1,Inactive
"Modus, Inc. & Campo Verde Oil, Inc.",Filippi,Deer Creek,21,22S,27E,Tulare,35.999283,-119.056172,1,Inactive
"Modus, Inc. & Campo Verde Oil, Inc.",Filippi,Deer Creek,21,22S,27E,Tulare,35.999142,-119.056022,1,Inactive
"Modus, Inc. & Campo Verde Oil, Inc.",Filippi,Deer Creek,21,22S,27E,Tulare,36.000225,-119.056025,1,Inactive
"Modus, Inc. & Campo Verde Oil, Inc.",Filippi,Deer Creek,21,22S,27E,Tulare,36.000236,-119.056417,1,Inactive
Naftex Operating Company,Claflin,Edison,26,29S,29E,Kern,35.372162,-118.841639,1,Inactive
Naftex Operating Company,Claflin,Edison,26,29S,29E,Kern,35.37261,-118.8422,1,Inactive
Naftex Operating Company,Claflin,Edison,26,29S,29E,Kern,35.37269,-118.84221,1,Inactive
Naftex Operating Company,Racetrack,Edison,27,29S,29E,Kern,35.37179,-118.84515,1,Inactive
"NMT Oil Co., Inc.",Havenstrite,Midway-Sunset,17,11N,23W,Kern,35.04635,-119.35179,1,Active
"NMT Oil Co., Inc.",Havenstrite,Midway-Sunset,17,11N,23W,Kern,35.045725,-119.353083,1,Inactive
"NMT Oil Co., Inc.",Havenstrite,Midway-Sunset,17,11N,23W,Kern,35.045901,-119.351744,1,Active
O'Brien - Sill Properties,O'Brien-Sill,Midway-Sunset,6,11N,23W,Kern,35.06558,-119.36871,1,Inactive
O'Brien - Sill Properties,O'Brien-Sill,Midway-Sunset,6,11N,23W,Kern,35.06561,-119.36843,1,Inactive
Oil City LLC,Chamber and Mouran,Coalinga,32,20S,15E,Fresno,36.150021,-120.371592,1,Inactive
Oil City LLC,Continental,Coalinga,8,20S,15E,Fresno,36.199757,-120.368681,1,Inactive
Oil City LLC,National,Coalinga,8,20S,15E,Fresno,36.205676,-120.370832,1,Inactive
Panoche Vallecitos Oil Co.,Bryant,Vallecitos,28,16S,11E,San Benito,36.505406,-120.7792,1,Inactive
Pentarch Petroleum,Pentarch Petroleum,Deer Creek,22,22S,27E,Tulare,35.9996,-119.05318,1,Active
Pentarch Petroleum,Pentarch Petroleum,Deer Creek,22,22S,27E,Tulare,35.99942,-119.05318,1,Active
Pentarch Petroleum,Pentarch Petroleum,Deer Creek,22,22S,27E,Tulare,35.99973,-119.05325,1,Active
Pentarch Petroleum,Pentarch Petroleum,Deer Creek,22,22S,27E,Tulare,35.99923,-119.05319,1,Active
Pentarch Petroleum,Pentarch Petroleum,Deer Creek,22,22S,27E,Tulare,35.999,-119.05327,1,Inactive
"Petro Capital Resources, LLC",Cline Fee,Belgian Anticline,9,30S,21E,Kern,35.32208,-119.72767,1,Inactive
"Petro Capital Resources, LLC",Berry Farms,Edison,4,30S,29E,Kern,35.34073,-118.87747,1,Inactive
"Petro Resources, Inc.",Mahl,Edison,21,30S,29E,Kern,35.305739,-118.86314,1,Inactive
"Petro Resources, Inc.",S.P. Section 29,Midway-Sunset,29,32S,24E,Kern,35.12128,-119.41277,1,Active
"Petro Resources, Inc.",S.P. Section 33,Midway-Sunset,33,32S,24E,Kern,35.09585,-119.3951,1,Active
"Petro Resources, Inc.",S.P. Section 33,Midway-Sunset,33,32S,24E,Kern,35.09568,-119.39508,1,Active
"Petro Resources, Inc.",Bishop 22,Mount Poso,22,27S,28E,Kern,35.56849,-118.94687,1,Inactive
"Petro Resources, Inc.",Signal 22,Mount Poso,22,27S,28E,Kern,35.55856,-118.94307,1,Inactive
"Preuitt, Gerald H.",Jade,Midway-Sunset,15,32S,23E,Kern,35.14726,-119.492502,1,Active
Pyramid Oil Company,Anderson,Carneros Creek,29,28S,20E,Kern,35.45952,-119.84914,1,Inactive
Pyramid Oil Company,Santa Fe,Carneros Creek,30,28S,20E,Kern,35.46028,-119.85047,1,Active
Pyramid Oil Company,Santa Fe,Carneros Creek,30,28S,20E,Kern,35.46072,-119.85053,1,Active
Pyramid Oil Company,Santa Fe,Carneros Creek,30,28S,20E,Kern,35.46053,-119.85055,1,Active
Pyramid Oil Company,Santa Fe,Carneros Creek,30,28S,20E,Kern,35.46011,-119.85062,1,Active
Pyramid Oil Company,SFE,Carneros Creek,32,28S,20E,Kern,35.4549,-119.84191,1,Inactive
Pyramid Oil Company,Stanford (Standard),Carneros Creek,29,28S,20E,Kern,35.46567,-119.84924,1,Active
Pyramid Oil Company,Theta,Carneros Creek,30,28S,20E,Kern,35.46862,-119.85818,1,Active
Pyramid Oil Company,Theta,Carneros Creek,30,28S,20E,Kern,35.4685,-119.85838,1,Active
Pyramid Oil Company,Theta,Carneros Creek,30,28S,20E,Kern,35.46844,-119.85852,1,Active
Pyramid Oil Company,Shomate,Edison,21,30S,29E,Kern,35.303701,-118.878358,1,Inactive
Pyramid Oil Company,Wilke,Edison,21,30S,29E,Kern,35.303677,-118.876315,1,Inactive
Pyramid Oil Company,Theta,Lost Hills,12,26S,20E,Kern,35.67581,-119.77493,1,Active
Pyramid Oil Company,Theta,Lost Hills,12,26S,20E,Kern,35.67557,-119.77478,1,Active
Pyramid Oil Company,Theta,Lost Hills,12,26S,20E,Kern,35.67567,-119.7751,1,Active
Pyramid Oil Company,Mitchell,McDonald Anticline,21,28S,20E,Kern,35.47615,-119.8284,1,Inactive
Pyramid Oil Company,Pike,Midway-Sunset,28,32S,24E,Kern,35.116103,-119.410383,1,Active
Pyramid Oil Company,Sec 28,Midway-Sunset,28,32S,24E,Kern,35.12064,-119.40733,1,Inactive
Pyramid Oil Company,Mullaney,Mountain View,24,30S,28E,Kern,35.309873,-118.916745,1,Inactive
Pyramid Oil Company,Mullaney,Mountain View,24,30S,28E,Kern,35.309869,-118.916659,1,Inactive
Pyramid Oil Company,Mullaney,Mountain View,24,30S,28E,Kern,35.309864,-118.916584,1,Inactive
Pyramid Oil Company,Ranton,Mountain View,24,30S,28E,Kern,35.30824,-118.92463,1,Inactive
"R & R Resources, LLC",Lehr,Edison,33,29S,29E,Kern,35.363445,-118.874649,1,Active
"Reserved Petroleum California, Inc.",Theta,Lost Hills,12,26S,20E,Kern,35.6739,-119.77618,1,Inactive
"Reserved Petroleum California, Inc.",T.V.T. / Tupman,Mountain View,9,31S,29E,Kern,35.25226,-118.87026,1,Inactive
S&S Oil Company,Anderson,Cymric,8,29S,21E,Kern,35.41307,-119.74321,1,Active
"Sacramento Energy, Inc.",Derby,Mountain View,33,30S,29E,Kern,35.269858,-118.866391,1,Inactive
"Salt Creek Oil, LLC",Calex-Cabeen Shell Fee,Lost Hills Northwest,20,25S,20E,Kern,35.73428,-119.83304,1,Inactive
San Joaquin Facilities Management,Dehy Facility,Ten Section,30,30S,26E,Kern,35.281717,-119.221573,1,Inactive
"Schafer, Peggy",San Joaquin Reservoirs - Schafer,Mount Poso,33,26S,27E,Kern,35.619806,-119.079515,1,Inactive
"Schafer, Peggy",San Joaquin Reservoirs - Schafer,Mount Poso,33,26S,27E,Kern,35.593694,-119.078783,1,Inactive
"Schafer, Peggy",San Joaquin Reservoirs - Schafer,Mount Poso,33,26S,27E,Kern,35.597662,-119.066028,1,Inactive
"Schafer, Peggy",San Joaquin Reservoirs - Schafer,Mount Poso,33,26S,27E,Kern,35.616662,-119.059159,1,Inactive
"Schafer, Peggy",San Joaquin Reservoirs - Schafer,Mount Poso,33,26S,27E,Kern,35.621511,-119.078544,1,Inactive
"Schafer, Peggy",San Joaquin Reservoirs - Schafer,Mount Poso,33,26S,27E,Kern,35.6335,-119.062345,1,Inactive
"Schafer, Peggy",San Joaquin Reservoirs - Schafer,Mount Poso,33,26S,27E,Kern,35.643792,-119.054864,1,Inactive
"Schafer, Peggy",San Joaquin Reservoirs - Schafer,Mount Poso,33,26S,27E,Kern,35.65281,-119.057872,1,Inactive
Seneca Resources Corporation,Star-Security,Lost Hills,24,26S,20E,Kern,35.65448,-119.7659,1,Inactive
Seneca Resources Corporation,15A,Midway-Sunset,15,31S,22E,Kern,35.23615,-119.59257,1,Inactive
Seneca Resources Corporation,A,Midway-Sunset,18,11N,23W,Kern,35.045543,-119.377664,1,Inactive
Seneca Resources Corporation,Ripley-Tatum,Midway-Sunset,23,11N,23W,Kern,35.020112,-119.295728,1,Inactive
Seneca Resources Corporation,U.S.C.,Midway-Sunset,18,11N,23W,Kern,35.04137,-119.38416,1,Inactive
Seneca Resources Corporation,Visalia-Midway,Midway-Sunset,25,31S,22E,Kern,35.19606,-119.56089,1,Inactive
Seneca Resources Corporation,Visalia-Midway,Midway-Sunset,25,31S,22E,Kern,35.19577,-119.56168,1,Inactive
Seneca Resources Corporation,Visalia-Midway,Midway-Sunset,25,31S,22E,Kern,35.19604,-119.55714,1,Inactive
Seneca Resources Corporation,Visalia-Midway,Midway-Sunset,25,31S,22E,Kern,35.196021,-119.557233,1,Inactive
Seneca Resources Corporation,Hoyt,Midway-Sunset,7,11N,23W,Kern,35.05688,-119.37991,1,Inactive
Seneca Resources Corporation,Hoyt,Midway-Sunset,7,11N,23W,Kern,35.05683,-119.37883,1,Inactive
Seneca Resources Corporation,Hoyt,Midway-Sunset,7,11N,23W,Kern,35.05682,-119.37838,1,Inactive
Seneca Resources Corporation,Hoyt,Midway-Sunset,7,11N,23W,Kern,35.0565,-119.37668,1,Inactive
"Sherman, James & Dennis Weese",Getty,Lost Hills,17,27S,21E,Kern,35.58205,-119.72844,1,Inactive
Smilodon Oil Company,Hastings,Deer Creek,27,22S,27E,Tulare,35.98409,-119.04607,1,Active
Smilodon Oil Company,Hastings,Deer Creek,27,22S,27E,Tulare,35.9838,-119.04603,1,Inactive
Smilodon Oil Company,Hastings,Deer Creek,27,22S,27E,Tulare,35.98465,-119.0461,1,Active
Smilodon Oil Company,Hastings,Deer Creek,27,22S,27E,Tulare,35.9844,-119.0461,1,Active
"Summit Energy, LLC",Miami,Fruitvale,21,29S,27E,Kern,35.38583,-119.08171,1,Inactive
Sunray Petroleum Inc.,Dillon,Fruitvale,27,29S,27E,Kern,35.37447,-119.07017,1,Inactive
Sunray Petroleum Inc.,Arvin Waterflood Unit,Mountain View,23,31S,29E,Kern,35.222328,-118.835667,1,Inactive
Tetra Oil Company,Cauley,Poso Creek,16,28S,27E,Kern,35.49811,-119.08133,1,Inactive
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.3924,-119.65261,1,Active
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.39237,-119.65203,1,Inactive
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.3913,-119.64988,1,Inactive
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.39084,-119.65584,1,Active
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.38655,-119.65404,1,Inactive
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.39108,-119.65577,1,Active
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.39151,-119.6497,1,Inactive
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.39265,-119.65189,1,Inactive
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.39208,-119.65507,1,Inactive
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.39227,-119.65495,1,Inactive
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.38593,-119.64999,1,Active
Valley Water Management Company,McKittrick 1 & 1-3 facility cell,Belgian Anticline,19,29S,22E,Kern,35.3858,-119.6503,1,Active
