Operator,Lease,Field,Section,Township,Range,County,Latitude,Longitude,No. of Ponds,Status
"25 Hill Properties, Inc.",B-Zone (Shell),Midway-Sunset,22,32S,23E,Kern,35.13408,-119.49507,1,Active
"25 Hill Properties, Inc.",Jameson Trust,Midway-Sunset,24,32S,23E,Kern,35.13032,-119.45068,1,Active
"25 Hill Properties, Inc.",Virginia Lands,Midway-Sunset,22,32S,23E,Kern,35.13349,-119.49078,1,Active
Aera Energy LLC,Belridge A,Belridge North,22,27S,20E,Kern,35.56058,-119.81293,1,Inactive
Aera Energy LLC,Sec 35,Belridge North,35,27S,20E,Kern,35.53503,-119.78417,1,Inactive
Aera Energy LLC,Sec 35,Belridge North,35,27S,20E,Kern,35.53405,-119.78276,1,Inactive
Aera Energy LLC,Sec 35,Belridge North,35,27S,20E,Kern,35.538652,-119.788871,1,Inactive
Aera Energy LLC,Sec 35,Belridge North,35,27S,20E,Kern,35.534018,-119.783081,1,Inactive
Aera Energy LLC,Sec 35,Belridge North,35,27S,20E,Kern,35.53463,-119.78208,1,Inactive
Aera Energy LLC,Section 27,Belridge North,27,27S,20E,Kern,35.55681,-119.81161,1,Inactive
Aera Energy LLC,Section 27,Belridge North,27,27S,20E,Kern,35.5436,-119.79724,1,Inactive
Aera Energy LLC,Belridge V,Belridge South,2,29S,21E,Kern,35.42853,-119.6896,1,Inactive
Aera Energy LLC,Belridge V,Belridge South,2,29S,21E,Kern,35.428096,-119.689071,1,Inactive
Aera Energy LLC,Belridge V,Belridge South,2,29S,21E,Kern,35.42701,-119.68762,1,Active
Aera Energy LLC,Belridge V,Belridge South,2,29S,21E,Kern,35.428,-119.68798,1,Active
Aera Energy LLC,NA,Belridge South,28,28S,21E,Kern,35.45673,-119.71796,1,Inactive
Aera Energy LLC,NA,Belridge South,28,28S,21E,Kern,35.45701,-119.71243,1,Inactive
Aera Energy LLC,NA,Belridge South,27,28S,21E,Kern,35.45598,-119.70603,1,Inactive
Aera Energy LLC,NA,Belridge South,28,28S,21E,Kern,35.46253,-119.72356,1,Inactive
Aera Energy LLC,Section 20,Belridge South,20,28S,21E,Kern,35.48194,-119.73492,1,Active
Aera Energy LLC,Section 20,Belridge South,20,28S,21E,Kern,35.480571,-119.73597,1,Active
Aera Energy LLC,Section 20,Belridge South,20,28S,21E,Kern,35.480388,-119.735782,1,Active
Aera Energy LLC,Section 20,Belridge South,20,28S,21E,Kern,35.479995,-119.735787,1,Active
Aera Energy LLC,Section 20,Belridge South,20,28S,21E,Kern,35.48031,-119.73526,1,Active
Aera Energy LLC,Section 20,Belridge South,20,28S,21E,Kern,35.48193,-119.73377,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.45964,-119.70513,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.46028,-119.70287,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.46048,-119.70233,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.46027,-119.70267,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.46179,-119.70642,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.46013,-119.70279,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.460222,-119.704502,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.45919,-119.70432,1,Active
Aera Energy LLC,Section 27,Belridge South,27,28S,21E,Kern,35.45993,-119.70384,1,Active
Aera Energy LLC,CMS-Aztec,Coalinga,31,19S,15E,Fresno,36.223986,-120.38044,1,Active
Aera Energy LLC,CMS-Aztec,Coalinga,31,19S,15E,Fresno,36.223835,-120.380451,1,Active
Aera Energy LLC,Penn-Zier,Coalinga,1,20S,14E,Fresno,36.211987,-120.394731,1,Active
Aera Energy LLC,Penn-Zier,Coalinga,1,20S,14E,Fresno,36.212621,-120.395289,1,Active
Aera Energy LLC,Penn-Zier,Coalinga,1,20S,14E,Fresno,36.212173,-120.395503,1,Active
Aera Energy LLC,Penn-Zier,Coalinga,1,20S,14E,Fresno,36.211701,-120.395283,1,Active
Aera Energy LLC,Penn-Zier,Coalinga,1,20S,14E,Fresno,36.21168,-120.395761,1,Active
Aera Energy LLC,Penn-Zier,Coalinga,1,20S,14E,Fresno,36.212097,-120.395814,1,Active
Aera Energy LLC,Penn-Zier,Coalinga,1,20S,14E,Fresno,36.209104,-120.39299,1,Active
Aera Energy LLC,Sec26,Coalinga,26,19S,15E,Fresno,36.242182,-120.307847,1,Active
Aera Energy LLC,Sec26,Coalinga,26,19S,15E,Fresno,36.242811,-120.308286,1,Active
Aera Energy LLC,Sec26,Coalinga,26,19S,15E,Fresno,36.241411,-120.307092,1,Active
Aera Energy LLC,Sec26,Coalinga,26,19S,15E,Fresno,36.24124,-120.307414,1,Active
Aera Energy LLC,Sec26,Coalinga,26,19S,15E,Fresno,36.240844,-120.307412,1,Active
Aera Energy LLC,Sec26,Coalinga,26,19S,15E,Fresno,36.240336,-120.307074,1,Active
Aera Energy LLC,Sec26,Coalinga,26,19S,15E,Fresno,36.239912,-120.307149,1,Active
Aera Energy LLC,Sec26,Coalinga,26,19S,15E,Fresno,36.239722,-120.305896,1,Active
Aera Energy LLC,Lost Hills One,Lost Hills,4,27S,21E,Kern,35.61329,-119.7242,1,Active
Aera Energy LLC,Lost Hills Two,Lost Hills,19,26S,21E,Kern,35.649665,-119.744408,1,Active
Aera Energy LLC,Lost Hills Two,Lost Hills,19,26S,21E,Kern,35.649392,-119.746436,1,Active
Aera Energy LLC,Anderson-Goodwin,Midway-Sunset,21,31S,22E,Kern,35.221631,-119.615612,1,Inactive
Aera Energy LLC,Fulton,Midway-Sunset,1,11N,24W,Kern,35.06877,-119.39335,1,Active
Aera Energy LLC,Lockwood,Midway-Sunset,16,32S,23E,Kern,35.140477,-119.50776,1,Active
Aera Energy LLC,Lockwood,Midway-Sunset,16,32S,23E,Kern,35.141056,-119.50785,1,Inactive
Aera Energy LLC,Moco 35,Midway-Sunset,35,12N,24W,Kern,35.08679,-119.40648,1,Active
Aera Energy LLC,Moco 35,Midway-Sunset,35,12N,24W,Kern,35.0868,-119.40656,1,Active
Aera Energy LLC,Moco 35,Midway-Sunset,35,12N,24W,Kern,35.0872,-119.40582,1,Active
Aera Energy LLC,National USL,Midway-Sunset,35,32S,23E,Kern,35.105929,-119.467302,1,Active
Aera Energy LLC,National USL,Midway-Sunset,35,32S,23E,Kern,35.10715,-119.46687,1,Inactive
Aera Energy LLC,Section 8,Midway-Sunset,8,32S,23E,Kern,35.1618,-119.52781,1,Inactive
Aera Energy LLC,Shale 14,Midway-Sunset,14,31S,22E,Kern,35.23502,-119.57365,1,Inactive
Aera Energy LLC,Vedder,Midway-Sunset,9,31S,22E,Kern,35.23956,-119.60851,1,Inactive
Aera Energy LLC,Vedder,Midway-Sunset,9,31S,22E,Kern,35.23946,-119.60817,1,Inactive
Aera Energy LLC,W & S,Midway-Sunset,14,31S,22E,Kern,35.22457,-119.5852,1,Active
Aera Energy LLC,Wier,Midway-Sunset,22,31S,22E,Kern,35.21604,-119.59958,1,Inactive
Aera Energy LLC,Wier,Midway-Sunset,22,31S,22E,Kern,35.2137,-119.6008,1,Inactive
Allied Western Petroleum,Alferitz,Devils Den,14,25S,18E,Kern,35.7545,-119.9984,1,Inactive
Allied Western Petroleum,Alferitz,Devils Den,14,25S,18E,Kern,35.75202,-120.00074,1,Inactive
Allied Western Petroleum,Alferitz,Devils Den,14,25S,18E,Kern,35.75182,-120.00031,1,Inactive
Allied Western Petroleum,Alferitz,Devils Den,14,25S,18E,Kern,35.75179,-119.99956,1,Inactive
"Amrich Energy, Inc.",Bronco,Midway-Sunset,8,11N,23W,Kern,35.05667,-119.36662,1,Inactive
"Amrich Energy, Inc.",J.R.,Midway-Sunset,1,11N,24W,Kern,35.06539,-119.40204,1,Inactive
"Amrich Energy, Inc.",Bastian,Deer Creek North,10,22S,27E,Tulare,36.03385,-119.04998,1,Inactive
"Amrich Energy, Inc.",Bastian,Deer Creek North,10,22S,27E,Tulare,36.03388,-119.04974,1,Inactive
"Amrich Energy, Inc.",Bastian,Deer Creek North,10,22S,27E,Tulare,36.03386,-119.04942,1,Inactive
"Arthur McAdams, Inc.",Tiffany Fee,Round Mountain,6,28S,29E,Kern,35.5187,-118.90196,1,Inactive
Atlantic Oil Company,Derby,Mountain View,33,30S,29E,Kern,35.281073,-118.878116,1,Inactive
Atlantic Oil Company,Derby,Mountain View,33,30S,29E,Kern,35.281028,-118.87836,1,Inactive
Atlantic Oil Company,Syndicate,Mountain View,30,30S,29E,Kern,35.29055,-118.90264,1,Inactive
Atlantic Oil Company,Syndicate,Mountain View,30,30S,29E,Kern,35.290576,-118.902528,1,Inactive
Ballard Oil Inc.,Overland Anderson,Cymric,20,29S,21E,Kern,35.3944,-119.73454,1,Active
Ballard Oil Inc.,Overland Anderson,Cymric,20,29S,21E,Kern,35.39435,-119.73482,1,Active
Ballard Oil Inc.,Birch Ranch,Midway-Sunset,7,11N,23W,Kern,35.04899,-119.37167,1,Inactive
Ballard Oil Inc.,Newsom-Windes,Midway-Sunset,7,11N,23W,Kern,35.05165,-119.3713,1,Active
Ballard Oil Inc.,Newsom-Windes,Midway-Sunset,7,11N,23W,Kern,35.051609,-119.37144,1,Active
Bellaire Oil Company,Sadie Andrews,Edison,33,29S,29E,Kern,35.36563,-118.87563,1,Active
Bellaire Oil Company,Sadie Andrews,Edison,33,29S,29E,Kern,35.36573,-118.87601,1,Active
Bellaire Oil Company,Section 15,Kern Front,15,28S,27E,Kern,35.492978,-119.055118,1,Inactive
Bellaire Oil Company,Section 15,Kern Front,15,28S,27E,Kern,35.486616,-119.059562,1,Inactive
Bellaire Oil Company,Section 15,Kern Front,15,28S,27E,Kern,35.487298,-119.059186,1,Inactive
Bellaire Oil Company,Section 27,Kern Front,27,28S,27E,Kern,35.457986,-119.05032,1,Inactive
Bellaire Oil Company,Section 27,Kern Front,27,28S,27E,Kern,35.463603,-119.057367,1,Inactive
Bellaire Oil Company,Section 27,Kern Front,27,28S,27E,Kern,35.463109,-119.05742,1,Inactive
Bellaire Oil Company,Section 27,Kern Front,27,28S,27E,Kern,35.462713,-119.057382,1,Inactive
Bellaire Oil Company,Section 27,Kern Front,27,28S,27E,Kern,35.461971,-119.057395,1,Inactive
Bellaire Oil Company,Section 27,Kern Front,27,28S,27E,Kern,35.456629,-119.049082,1,Inactive
Belridge Energy Resources Inc.,Mission,Belridge South,31,28S,21E,Kern,35.451829,-119.745851,1,Active
Belridge Energy Resources Inc.,Mission,Belridge South,31,28S,21E,Kern,35.45163,-119.74582,1,Active
Berry Petroleum Company,Hill,Belridge South,19,28S,21E,Kern,35.475731,-119.760015,1,Inactive
Berry Petroleum Company,Hill,Belridge South,19,28S,21E,Kern,35.476031,-119.759999,1,Inactive
Berry Petroleum Company,Hill,Belridge South,19,28S,21E,Kern,35.475515,-119.760063,1,Inactive
Berry Petroleum Company,Hill,Belridge South,19,28S,21E,Kern,35.475132,-119.759049,1,Inactive
Berry Petroleum Company,Hill,Belridge South,19,28S,21E,Kern,35.482799,-119.750912,1,Inactive
Berry Petroleum Company,Hill,Belridge South,19,28S,21E,Kern,35.480166,-119.747129,1,Inactive
Berry Petroleum Company,Hill,Belridge South,19,28S,21E,Kern,35.480711,-119.749679,1,Inactive
Berry Petroleum Company,Berry and Ewing,Midway-Sunset,31,32S,24E,Kern,35.09874,-119.44125,1,Active
Berry Petroleum Company,Berry and Ewing,Midway-Sunset,31,32S,24E,Kern,35.09871,-119.44122,1,Active
Berry Petroleum Company,Formax,Midway-Sunset,36,32S,23E,Kern,35.104167,-119.456485,1,Inactive
Berry Petroleum Company,Desert Glow,Poso Creek,14,27S,27E,Kern,35.58089,-119.04127,1,Active
Berry Petroleum Company,Desert Glow,Poso Creek,14,27S,27E,Kern,35.58028,-119.04134,1,Active
Berry Petroleum Company,McVan,Poso Creek,14,27S,27E,Kern,35.579907,-119.044492,1,Active
Berry Petroleum Company,McVan,Poso Creek,14,27S,27E,Kern,35.579973,-119.044958,1,Inactive
Berry Petroleum Company,Poso,Poso Creek,14,27S,27E,Kern,35.58195,-119.0452,1,Inactive
Berry Petroleum Company,USL,Poso Creek,14,27S,27E,Kern,35.572802,-119.035357,1,Inactive
"Binion Exploration and Development (aka Kathy
Oil Co.)",Kathy,Deer Creek,21,22S,27E,Tulare,35.99565,-119.05658,1,Active
"Binion Exploration and Development (aka Kathy
Oil Co.)",Kathy,Deer Creek,21,22S,27E,Tulare,35.99587,-119.05661,1,Active
Bob Ferguson Independent,Government Ferguson,Asphalto,26,30S,22E,Kern,35.29262,-119.58642,1,Active
Bob Ferguson Independent,Government Ferguson,Asphalto,26,30S,22E,Kern,35.29555,-119.58811,1,Active
Bob Ferguson Independent,Government Ferguson,Asphalto,26,30S,22E,Kern,35.29218,-119.58655,1,Active
Bob Ferguson Independent,Government Ferguson,Asphalto,26,30S,22E,Kern,35.29528,-119.58808,1,Active
Bracken Oil Company,Ballagh,Midway-Sunset,13,11N,24W,Kern,35.04309,-119.39018,1,Inactive
Bracken Oil Company,Conservative,Midway-Sunset,12,11N,24W,Kern,35.051795,-119.392,1,Inactive
Bracken Oil Company,Conservative,Midway-Sunset,12,11N,24W,Kern,35.051721,-119.391959,1,Inactive
Bracken Oil Company,Patricia,Midway-Sunset,4,32S,23E,Kern,35.168452,-119.513211,1,Inactive
Breitburn Operating L.P.,Dow Chanslor,Belridge North,1,28S,20E,Kern,35.51547,-119.7643,1,Inactive
Breitburn Operating L.P.,Dow Chanslor,Belridge North,1,28S,20E,Kern,35.51511,-119.76256,1,Inactive
Breitburn Operating L.P.,Dow Chanslor,Belridge North,1,28S,20E,Kern,35.51499,-119.77075,1,Inactive
Breitburn Operating L.P.,Dow Chanslor,Belridge South,12,28S,20E,Kern,35.51215,-119.76673,1,Inactive
Brittany Oil Company,Section 20,Midway-Sunset,20,11N,23W,Kern,35.032482,-119.34914,1,Inactive
Bud's Oil Company,Portals 2,Edison,3,30S,29E,Kern,35.34375,-118.85764,1,Inactive
Bud's Oil Company,Theresa,Edison,6,30S,29E,Kern,35.34652,-118.91264,1,Inactive
"Caleco, LLC",Fee (aka Sheep Springs Fee),Cymric,16,29S,21E,Kern,35.40259,-119.72841,1,Active
"Caleco, LLC",Fee (aka Sheep Springs Fee),Cymric,16,29S,21E,Kern,35.4026,-119.72827,1,Active
"Caleco, LLC",Temblor,Cymric,17,29S,21E,Kern,35.40373,-119.74772,1,Active
"Caleco, LLC",Essex,Midway-Sunset,6,11N,23W,Kern,35.07413,-119.37051,1,Active
"Caleco, LLC",Essex,Midway-Sunset,6,11N,23W,Kern,35.07408,-119.37019,1,Active
"Caleco, LLC",Maricopa,Midway-Sunset,8,11N,23W,Kern,35.05049,-119.36374,1,Active
"Caleco, LLC",Sheehan,Midway-Sunset,8,11N,23W,Kern,35.05004,-119.35911,1,Active
"California Resources Elk Hills, LLC",07G Pond 1 (NW),Elk Hills,7,31S,24E,Kern,35.249458,-119.43185,1,Inactive
"California Resources Elk Hills, LLC",07G Pond 2 (Center),Elk Hills,7,31S,24E,Kern,35.248642,-119.430486,1,Inactive
"California Resources Elk Hills, LLC",07G Pond 3 (SE),Elk Hills,8,31S,24E,Kern,35.247964,-119.429247,1,Inactive
"California Resources Elk Hills, LLC",07R North Pigging Pond,Elk Hills,7,30S,23E,Kern,35.334083,-119.549317,1,Inactive
"California Resources Elk Hills, LLC",07R South Pigging Pond,Elk Hills,7,30S,23E,Kern,35.32875,-119.549617,1,Inactive
"California Resources Elk Hills, LLC",08R Pigging Pond,Elk Hills,8,30S,23E,Kern,35.338833,-119.52455,1,Inactive
"California Resources Elk Hills, LLC",09G Pond,Elk Hills,9,31S,24E,Kern,35.240233,-119.401967,1,Inactive
"California Resources Elk Hills, LLC",10G Pond 1,Elk Hills,10,31S,24E,Kern,35.24197,-119.38267,1,Inactive
"California Resources Elk Hills, LLC",10G Pond 2,Elk Hills,10,31S,24E,Kern,35.2414,-119.38213,1,Inactive
"California Resources Elk Hills, LLC",10G Pond 3,Elk Hills,10,31S,24E,Kern,35.24724,-119.38195,1,Inactive
"California Resources Elk Hills, LLC",10G Pond 4,Elk Hills,10,31S,24E,Kern,35.2479,-119.38209,1,Active
"California Resources Elk Hills, LLC",13B Industrial water Pond,Elk Hills,14,31S,23E,Kern,35.23055,-119.4825,1,Inactive
"California Resources Elk Hills, LLC",15R Pigging Pond (15R South),Elk Hills,15,30S,23E,Kern,35.313389,-119.500453,1,Inactive
"California Resources Elk Hills, LLC",18G Facility Transfer Station LAC,Elk Hills,18,31S,24E,Kern,35.22758,-119.43062,1,Inactive
"California Resources Elk Hills, LLC",18G Facility Transfer Station LAC,Elk Hills,18,31S,24E,Kern,35.22994,-119.4319,1,Inactive
"California Resources Elk Hills, LLC","23S Pond 1 (SW, 2 Chambers)",Elk Hills,23,30S,24E,Kern,35.299211,-119.374658,1,Inactive
"California Resources Elk Hills, LLC",23S Pond 2 (Centre),Elk Hills,23,30S,24E,Kern,35.299672,-119.374211,1,Inactive
"California Resources Elk Hills, LLC",23S Pond 3 (NE),Elk Hills,23,30S,24E,Kern,35.300203,-119.373647,1,Inactive
"California Resources Elk Hills, LLC",24Z Pond 1 (N),Elk Hills,24,30S,22E,Kern,35.304061,-119.568556,1,Inactive
"California Resources Elk Hills, LLC",24Z Pond 2 (S),Elk Hills,24,30S,22E,Kern,35.303839,-119.568508,1,Inactive
"California Resources Elk Hills, LLC",24Z Wastewater Pond 1 (NE),Elk Hills,24,30S,22E,Kern,35.300839,-119.56955,1,Inactive
"California Resources Elk Hills, LLC",24Z Wastewater Pond 2 (SW),Elk Hills,24,30S,22E,Kern,35.300519,-119.570189,1,Inactive
"California Resources Elk Hills, LLC",24Z Water Flood Pond 1 (NE),Elk Hills,24,30S,22E,Kern,35.299003,-119.570703,1,Inactive
"California Resources Elk Hills, LLC",24Z Water Flood Pond 2 (SW),Elk Hills,24,30S,22E,Kern,35.298794,-119.570986,1,Inactive
"California Resources Elk Hills, LLC",26Z Pond,Elk Hills,26,30S,22E,Kern,35.293267,-119.578617,1,Inactive
"California Resources Elk Hills, LLC",27R Triangular Pond,Elk Hills,27,30S,23E,Kern,35.283947,-119.485425,1,Inactive
"California Resources Elk Hills, LLC",27R Truck Washout Pond,Elk Hills,27,30S,23E,Kern,35.28358,-119.48547,1,Inactive
"California Resources Elk Hills, LLC",30R Pond,Elk Hills,30,30S,23E,Kern,35.28799,-119.54754,1,Inactive
"California Resources Elk Hills, LLC",34S Pigging Pond,Elk Hills,34,30S,24E,Kern,35.278017,-119.3766,1,Inactive
"California Resources Elk Hills, LLC",35S Pond,Elk Hills,35,30S,24E,Kern,35.275683,-119.362217,1,Inactive
"California Resources Elk Hills, LLC",9R Pigging Pond (15R North),Elk Hills,15,30S,23E,Kern,35.32535,-119.501017,1,Inactive
California Resources Production Corporation,Southern Pacific,Ant Hills,15,29S,29E,Kern,35.40334,-118.8556,1,Inactive
California Resources Production Corporation,Southern Pacific,Ant Hills,15,29S,29E,Kern,35.403181,-118.855883,1,Inactive
California Resources Production Corporation,Southern Pacific,Ant Hills,15,29S,29E,Kern,35.402892,-118.855848,1,Inactive
California Resources Production Corporation,Section 14,Buena Vista,14,31S,23E,Kern,35.22867,-119.48256,1,Inactive
California Resources Production Corporation,Section 14,Buena Vista,14,31S,23E,Kern,35.22862,-119.48237,1,Inactive
California Resources Production Corporation,Section 14,Buena Vista,14,31S,23E,Kern,35.22872,-119.47783,1,Inactive
California Resources Production Corporation,Section 1,Chico-Martinez,1,29S,20E,Kern,35.438271,-119.777198,1,Inactive
California Resources Production Corporation,Section 1,Chico-Martinez,1,29S,20E,Kern,35.43833,-119.77756,1,Inactive
California Resources Production Corporation,Cole,Kern Front,26,28S,27E,Kern,35.460887,-119.035674,1,Inactive
California Resources Production Corporation,Robinson-B,Kern Front,22,28S,27E,Kern,35.473932,-119.057787,1,Inactive
California Resources Production Corporation,Robinson-B,Kern Front,22,28S,27E,Kern,35.473891,-119.057774,1,Inactive
California Resources Production Corporation,Section 11,Kern Front,11,28S,27E,Kern,35.5042,-119.04196,1,Active
California Resources Production Corporation,Sill One,Kern Front,26,28S,27E,Kern,35.46267,-119.04515,1,Inactive
California Resources Production Corporation,Sill One,Kern Front,26,28S,27E,Kern,35.466648,-119.043879,1,Inactive
California Resources Production Corporation,Star-Robinson,Kern Front,22,28S,27E,Kern,35.480102,-119.060604,1,Inactive
California Resources Production Corporation,Star-USL,Kern Front,22,28S,27E,Kern,35.47605,-119.05947,1,Inactive
California Resources Production Corporation,Star-USL,Kern Front,22,28S,27E,Kern,35.47585,-119.05958,1,Inactive
California Resources Production Corporation,Star-USL,Kern Front,22,28S,27E,Kern,35.47567,-119.05946,1,Inactive
California Resources Production Corporation,Tenneco-Boulder Creek,Landslide,23,11N,22W,Kern,35.028481,-119.190786,1,Inactive
California Resources Production Corporation,Williamson (Section 2),Lost Hills,2,26S,20E,Kern,35.68894,-119.78449,1,Inactive
California Resources Production Corporation,Williamson (Section 2),Lost Hills,2,26S,20E,Kern,35.68882,-119.78056,1,Inactive
California Resources Production Corporation,Williamson (Section 2),Lost Hills,2,26S,20E,Kern,35.68899,-119.78405,1,Inactive
California Resources Production Corporation,Williamson (Section 2),Lost Hills,2,26S,20E,Kern,35.68903,-119.7836,1,Inactive
California Resources Production Corporation,Honolulu-Layman Unit,McDonald Anticline,18,28S,20E,Kern,35.491921,-119.85823,1,Inactive
California Resources Production Corporation,Honolulu-Layman Unit,McDonald Anticline,18,28S,20E,Kern,35.491681,-119.858008,1,Inactive
California Resources Production Corporation,Layman A,McDonald Anticline,18,28S,20E,Kern,35.48788,-119.85524,1,Inactive
California Resources Production Corporation,Layman A,McDonald Anticline,18,28S,20E,Kern,35.48789,-119.85515,1,Inactive
California Resources Production Corporation,Davis,McKittrick,13,30S,21E,Kern,35.317943,-119.671955,1,Inactive
California Resources Production Corporation,Jones,Mount Poso,29,26S,28E,Kern,35.631769,-118.979328,1,Inactive
California Resources Production Corporation,Jones,Mount Poso,29,26S,28E,Kern,35.63223,-118.97905,1,Inactive
California Resources Production Corporation,Rodgers-Jones,Mount Poso,32,26S,28E,Kern,35.626572,-118.984028,1,Inactive
California Resources Production Corporation,Rodgers-Jones,Mount Poso,32,26S,28E,Kern,35.63128,-118.98349,1,Inactive
California Resources Production Corporation,Vedder-USL,Mount Poso,28,26S,28E,Kern,35.64357,-118.97112,1,Inactive
California Resources Production Corporation,JV,Tejon,32,11N,19W,Kern,34.991807,-118.922292,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.464724,-119.058464,1,Active
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.464199,-119.058344,1,Active
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.463131,-119.058182,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.462003,-119.058444,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.46306,-119.058819,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.463698,-119.05889,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.46416,-119.058925,1,Active
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.464747,-119.058952,1,Active
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.464349,-119.059925,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.463537,-119.059337,1,Active
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.465137,-119.061253,1,Active
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.464598,-119.061326,1,Active
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.464164,-119.061357,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.463715,-119.061501,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.463243,-119.061557,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.462754,-119.061534,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.462233,-119.061534,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.463416,-119.06306,1,Inactive
California Resources Production Corporation,Kern Front No. 2 (Treatment Facility),Kern Front,27,28S,27E,Kern,35.461658,-119.061486,1,Active
California Resources Production Corporation,Section 23,Kern Front,23,28S,27E,Kern,35.4741,-119.04009,1,Inactive
California Resources Production Corporation,Section 23,Kern Front,23,28S,27E,Kern,35.47306,-119.04081,1,Inactive
California Resources Production Corporation,Section 23,Kern Front,23,28S,27E,Kern,35.47423,-119.04065,1,Inactive
California Resources Production Corporation,Section 23,Kern Front,23,28S,27E,Kern,35.47445,-119.04007,1,Inactive
"California Resources Production Corporation /
North Kern Water Reclamation Project",Discharge 002 - Rosedale Spreading Basin,Kern Front,27,28S,26E,Kern,35.463055,-119.162279,1,Active
Cather-Herley Oil Company,California-Federal A,Asphalto,26,30S,22E,Kern,35.29589,-119.58268,1,Active
Cather-Herley Oil Company,California-Federal A,Asphalto,26,30S,22E,Kern,35.29574,-119.58204,1,Active
Cather-Herley Oil Company,California-Federal A,Asphalto,26,30S,22E,Kern,35.29594,-119.58193,1,Active
Cather-Herley Oil Company,California-Federal A,Asphalto,26,30S,22E,Kern,35.29623,-119.58184,1,Active
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Reservoir B,Poso Creek,17,28S,27E,Kern,35.491411,-119.087567,1,Active
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Chevron Holding Reservoir,Poso Creek,17,28S,27E,Kern,35.493477,-119.086948,1,Active
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.489415,-119.089326,1,Inactive
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.489235,-119.089356,1,Inactive
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.488937,-119.089365,1,Inactive
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.489489,-119.090185,1,Inactive
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.489397,-119.090178,1,Inactive
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.489216,-119.090163,1,Inactive
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.488945,-119.090154,1,Inactive
"Cawelo Water District & Chevron U.S.A., Inc.
Bakersfield",Texaco Pilot Ponds,Poso Creek,17,28S,27E,Kern,35.488973,-119.090845,1,Inactive
