WELL_ID,TREND,Presence,p-val,z
11N19W15Q002S,|('no trend', False,1, 0.0)|
32S29E04R080M,|('no trend', False,1, 0)|
31S24E13J002M,|('no trend', False,1, 0)|
29S27E09H001M,|('no trend', False,0.132854956, 1.502938298604359)|
29S27E33P002M,|('increasing', True,0.024170547, 2.2544074479065386)|
29S27E10N002M,|('no trend', False,0.086410733, 1.7146428199482247)|
30S27E23D002M,|('decreasing', True,0.002499029, -3.0234590038275844)|
30S27E24C001M,|('no trend', False,0.707114231, -0.3757345746510897)|
31S29E10A001M,|('no trend', False,0.296269871, -1.044465935734187)|
11N19W19A001S,|('no trend', False,1, 0.0)|
32S29E21G080M,|('no trend', False,1, 0)|
11N08W02N001S,|('no trend', False,0.308179547, 1.0190493307301363)|
25S19E23B001M,|('no trend', False,1, 0.0)|
27S25E27C001M,|('no trend', False,1, 0.0)|
27S24E34F001M,|('no trend', False,1, 0.0)|
27S26E19G001M,|('no trend', False,0.643428844, -0.4629100498862757)|
30S25E21P003M,|('no trend', False,0.734095182, -0.3396831102433787)|
28S26E36N001M,|('no trend', False,0.296269871, 1.044465935734187)|
11N08W35D001S,|('no trend', False,1, 0.0)|
11N18W14M001S,|('no trend', False,1, 0.0)|
11N09W19A001S,|('no trend', False,1, 0.0)|
29S28E20A001M,|('increasing', True,0.000506101, 3.4775065936934095)|
32S27E35R001M,|('no trend', False,1, 0.0)|
10N18W21E001SS,|('no trend', False,1, 0)|
29S27E34N003M,|('no trend', False,1, 0.0)|
27S24E01L002M,|('no trend', False,1, 0)|
30S28E28D002M,|('no trend', False,1, 0)|
32S34E30M001M,|('no trend', False,0.734095182, -0.3396831102433787)|
29S28E16E001M,|('no trend', False,0.835705027, -0.20739033894608505)|
32S28E33R001M,|('increasing', True,0.035447893, 2.1032045520479223)|
31S30E20H002M,|('no trend', False,1, 0)|
29S28E16Q001M,|('increasing', True,0.012731364, 2.4911966213168735)|
30S27E02H001M,|('no trend', False,0.303673215, -1.0285882219856124)|
31S30E20L001M,|('no trend', False,0.296269871, -1.044465935734187)|
25S33E15F001M,|('no trend', False,1, 0)|
25S33E15F003M,|('no trend', False,1, 0.0)|
11N21W08E001S,|('no trend', False,0.734095182, 0.3396831102433787)|
31S30E20T080M,|('no trend', False,1, 0)|
31S30E29B080M,|('no trend', False,1, 0)|
26S25E28N001M,|('no trend', False,0.296269871, 1.044465935734187)|
27S25E01N002M,|('no trend', False,1, 0)|
28S26E05E001M,|('no trend', False,0.296269871, -1.044465935734187)|
27S26E06D001M,|('no trend', False,1, 0.0)|
30S27E09K001M,|('no trend', False,1, 0.0)|
27S26E06P001M,|('no trend', False,1, 0.0)|
27S25E10L001M,|('no trend', False,0.296269871, 1.044465935734187)|
29S27E34R001M,|('no trend', False,0.643428844, -0.4629100498862757)|
11N20W14H001S,|('no trend', False,0.296269871, 1.044465935734187)|
11N09W31C002S,|('no trend', False,1, 0)|
11N12W32E001S,|('no trend', False,0.806495941, 0.2449489742783178)|
28S27E07C001M,|('no trend', False,0.734095182, -0.3396831102433787)|
29S28E29P001M,|('no trend', False,0.548005572, 0.6007514091861106)|
30S29E36B001M,|('no trend', False,0.296269871, -1.044465935734187)|
31S24E25E001M,|('no trend', False,1, 0)|
10N16W03Q001SS,|('no trend', False,1, 0.0)|
30S24E04C004M,|('no trend', False,1, 0)|
11N18W18N001S,|('no trend', False,0.283130871, 1.073312629199899)|
11N19W05Q001S,|('no trend', False,1, 0)|
11N19W11Q001S,|('no trend', False,0.151772228, 1.4332996288588638)|
11N20W02L001S,|('no trend', False,1, 0.0)|
27S23E05Q080M,|('no trend', False,1, 0)|
29S27E35A002M,|('no trend', False,0.461310307, 0.7366909581630523)|
30S27E12R001M,|('decreasing', True,0.021047745, -2.307126924481896)|
29S27E24N001M,|('increasing', True,0.022531072, 2.2812937284069355)|
30S27E11D002M,|('no trend', False,0.37488699, -0.8873565094161139)|
29S28E19J002M,|('no trend', False,0.117850895, 1.563858105428061)|
30S28E05F001M,|('no trend', False,0.119470987, 1.556997888323046)|
31S24E25E003M,|('no trend', False,1, 0)|
28S22E10R081M,|('no trend', False,1, 0)|
31S29E11D001M,|('no trend', False,0.308179547, -1.0190493307301363)|
32S29E15N002M,|('no trend', False,1, 0.0)|
11N20W09R080S,|('no trend', False,1, 0)|
25S18E03D001M,|('no trend', False,0.296269871, 1.044465935734187)|
10N09W07A002S,|('no trend', False,0.308179547, 1.0190493307301363)|
26S24E11P001M,|('no trend', False,1, 0.0)|
26S25E23R001M,|('no trend', False,1, 0.0)|
27S25E27A001M,|('no trend', False,1, 0.0)|
28S26E04C001M,|('no trend', False,0.296269871, 1.044465935734187)|
28S22E10D002M,|('no trend', False,1, 0)|
30S29E05J001M,|('no trend', False,1, 0.0)|
32S27E16R002M,|('no trend', False,0.806495941, -0.2449489742783178)|
30S29E36J001M,|('no trend', False,1, 0.0)|
30S27E04R001M,|('no trend', False,1, 0.0)|
29S27E17N001M,|('no trend', False,1, 0.0)|
28S22E10P004M,|('no trend', False,1, 0)|
27S23E01R004M,|('no trend', False,1, 0)|
11N22W04F001S,|('no trend', False,1, 0.0)|
31S30E29M001M,|('no trend', False,0.308179547, -1.0190493307301363)|
12N18W31D001S,|('no trend', False,0.071505416, 1.8022542275583318)|
30S27E13C001M,|('no trend', False,0.107404636, -1.6099689437998486)|
29S27E09G004M,|('no trend', False,1, 0)|
31S30E30H001M,|('no trend', False,1, 0.0)|
29S27E16D004M,|('no trend', False,0.707114231, -0.3757345746510897)|
29S27E26J001M,|('no trend', False,0.37109337, 0.8944271909999159)|
29S28E31Q003M,|('no trend', False,0.452370361, -0.7514691493021795)|
31S24E13J004M,|('no trend', False,1, 0)|
09N20W36F001S,|('no trend', False,1, 0.0)|
26S40E32K001M,|('no trend', False,0.734095182, -0.3396831102433787)|
31S29E10B080M,|('no trend', False,1, 0.0)|
30S28E01J080M,|('no trend', False,1, 0)|
09N10W24G001S,|('no trend', False,1, 0.0)|
31S29E01M080M,|('no trend', False,1, 0)|
09N13W20C001S,|('no trend', False,1, 0)|
11N20W05L001S,|('no trend', False,0.462432726, -0.7348469228349533)|
28S22E10P001M,|('no trend', False,1, 0)|
27S25E10N001M,|('no trend', False,0.296269871, 1.044465935734187)|
27S26E18E001M,|('no trend', False,1, 0)|
27S26E19L001M,|('no trend', False,0.734095182, 0.3396831102433787)|
10N12W20C001S,|('no trend', False,1, 0.0)|
27S19E28H001M,|('no trend', False,1, 0.0)|
28S26E36F001M,|('no trend', False,0.089429359, 1.6984155512168937)|
30S29E03K001M,|('no trend', False,0.484842382, 0.6985354731356995)|
11N09W34B001S,|('no trend', False,1, 0)|
32S27E36F001M,|('no trend', False,0.296269871, 1.044465935734187)|
30S28E28D003M,|('no trend', False,1, 0)|
30S24E04C005M,|('no trend', False,1, 0)|
11N14W14B001S,|('no trend', False,0.220671362, 1.224744871391589)|
29S28E30Q002M,|('no trend', False,0.06170669, 1.868397465987655)|
32S26E27A002M,|('no trend', False,0.296269871, 1.044465935734187)|
32S29E15P001M,|('no trend', False,1, 0.0)|
31S29E12M001M,|('no trend', False,0.296269871, -1.044465935734187)|
26S40E30K003M,|('no trend', False,1, 0)|
12N19W35R080S,|('no trend', False,1, 0)|
28S22E26J002M,|('no trend', False,1, 0)|
32S29E15N080M,|('no trend', False,1, 0)|
11N21W11N001S,|('no trend', False,0.296269871, -1.044465935734187)|
26S24E33P001M,|('no trend', False,0.643428844, 0.4629100498862757)|
26S25E07R001M,|('no trend', False,1, 0.0)|
26S25E31P001M,|('no trend', False,1, 0.0)|
27S24E36L001M,|('no trend', False,0.296269871, 1.044465935734187)|
27S25E05R001M,|('no trend', False,1, 0.0)|
30S25E21L003M,|('no trend', False,1, 0.0)|
29S28E20L001M,|('increasing', True,9.92E-05, 3.8924947208076146)|
30S27E01B002M,|('no trend', False,0.591505037, -0.5366563145999494)|
31S24E28B001M,|('no trend', False,0.308179547, 1.0190493307301363)|
11N19W21F001S,|('no trend', False,1, 0.0)|
25S25E31A001M,|('no trend', False,0.296269871, 1.044465935734187)|
11N20W13G001S,|('no trend', False,0.089429359, 1.6984155512168937)|
28S25E17L001M,|('no trend', False,0.296269871, 1.044465935734187)|
30S28E07B001M,|('no trend', False,1, 0.0)|
31S29E10B001M,|('no trend', False,1, 0)|
32S28E13N001M,|('no trend', False,0.086410733, 1.7146428199482247)|
09N18W23B001S,|('no trend', False,0.579639271, 0.5539117094069973)|
09N13W23B002S,|('no trend', False,0.308179547, 1.0190493307301363)|
30S24E04C001M,|('no trend', False,1, 0)|
27S22E21P002M,|('no trend', False,0.643428844, -0.4629100498862757)|
32S28E30D003M,|('no trend', False,1, 0)|
31S25E27F002M,|('no trend', False,1, 0)|
11N21W03N002S,|('no trend', False,1, 0.0)|
25S27E23G001M,|('no trend', False,1, 0.0)|
29S27E34L001M,|('no trend', False,0.806495941, 0.2449489742783178)|
32S29E21G001M,|('no trend', False,1, 0)|
32S29E21H001M,|('no trend', False,0.089429359, -1.6984155512168937)|
30S28E18N001M,|('no trend', False,0.806495941, 0.2449489742783178)|
30S28E06C002M,|('no trend', False,0.29975837, -1.0369516947304254)|
32S27E30N001M,|('no trend', False,1, 0.0)|
31S29E02M001M,|('no trend', False,1, 0.0)|
27S40E32C001M,|('no trend', False,0.548005572, 0.6007514091861106)|
30S27E23L003M,|('no trend', False,1, 0.0)|
30S29E07B080M,|('no trend', False,1, 0)|
09N18W09N001SS,|('no trend', False,0.296269871, 1.044465935734187)|
11N21W04M001S,|('no trend', False,0.296269871, 1.044465935734187)|
11N07W32N001S,|('no trend', False,0.462432726, 0.7348469228349533)|
26S24E02G001M,|('no trend', False,0.734095182, -0.3396831102433787)|
26S24E23H001M,|('no trend', False,0.452370361, 0.7514691493021795)|
27S25E22A001M,|('no trend', False,0.296269871, -1.044465935734187)|
30S27E19L001M,|('no trend', False,1, 0.0)|
31S29E01C001M,|('no trend', False,1, 0.0)|
11N20W13Q001S,|('no trend', False,1, 0.0)|
12N21W33N001S,|('no trend', False,0.296269871, 1.044465935734187)|
11N20W05J002S,|('no trend', False,0.296269871, -1.044465935734187)|
10N19W08A001S,|('no trend', False,0.462432726, 0.7348469228349533)|
25S26E16P002M,|('no trend', False,1, 0)|
31S25E27F003M,|('no trend', False,1, 0)|
29S28E29Q001M,|('no trend', False,0.296269871, 1.044465935734187)|
30S27E14H002M,|('decreasing', True,0.031823127, -2.146625258399798)|
30S27E10P080M,|('no trend', False,1, 0)|
29S28E20H001M,|('increasing', True,0.020044669, 2.3255106965997814)|
29S28E31B005M,|('no trend', False,1, 0)|
29S29E31N002M,|('no trend', False,0.308179547, -1.0190493307301363)|
32S29E21B002M,|('no trend', False,1, 0.0)|
32S29E28C002M,|('no trend', False,0.132854956, 1.502938298604359)|
31S24E13J005M,|('no trend', False,1, 0)|
31S24E36D008M,|('no trend', False,1, 0)|
28S22E10R080M,|('no trend', False,1, 0)|
29S28E36L082M,|('no trend', False,1, 0)|
31S30E20G080M,|('no trend', False,1, 0)|
SL205314279,|('no trend', False,0.67597136, 0.41796684242399834)|
T10000005197,|('no trend', False,0.353102706, -0.9285878790409642)|
T0602975073,|('no trend', False,0.065721993, 1.8403150767956917)|
SL0602935481,|('no trend', False,0.734095182, 0.3396831102433787)|
T10000005199,|('increasing', True,0.000381718, 3.552410943931621)|
USGS-354030119215701,|('no trend', False,1, 0.0)|
USGS-354151119205201,|('no trend', False,1, 0.0)|
USGS-354117117475501,|('no trend', False,1, 0.0)|
USGS-344923117550302,|('no trend', False,0.734095182, 0.3396831102433787)|
